Demand;Solar
1,640264586;0,267
0,02866241;0,05
3,517410117;0
0,211611802;0
3,254756389;0
1,111209281;0
1,678880083;0
0,18948453;0
0,263673798;0
0,915382739;0
0,888025079;0
1,975216864;0
1,133786348;0
2,841183513;0
0,034067253;0,055
0,075225275;0,259
0,910722231;0,501
0,836184856;0,654
2,355598787;0,746
1,493078602;0,79
1,34944642;0,774
0,36384996;0,72
1,434848404;0,614
2,337899035;0,458
0,694568785;0,25
0,024673415;0,041
0,157254575;0
0,256069483;0
0,154942263;0
0,040441432;0
1,943460037;0
1,992828642;0
2,301527134;0
0,868289093;0
0,070299694;0
0,315218515;0
0,112114493;0
0,292325965;0
0,149466724;0,046
0,163925599;0,221
1,854645724;0,417
1,543225576;0,627
2,913172937;0,727
0,103120246;0,776
1,713439965;0,782
1,221280543;0,732
0,320444223;0,635
1,797650641;0,483
1,51136182;0,278
0,147781987;0,053
0,075229486;0
0,007940139;0
0,164699722;0
0,078141072;0
2,258515985;0
1,850612621;0
2,077164426;0
0,794705271;0
0,697360871;0
0,961293817;0
0,001291414;0
0,000407071;0
1,855721535;0,054
0,049932077;0,268
0,820114662;0,518
0,208759454;0,672
1,807697027;0,768
0,094713296;0,807
0,033784149;0,798
1,331849152;0,735
1,283355428;0,623
0,537370513;0,459
1,605322441;0,25
0,186568409;0,044
0,201769403;0
4,904396723;0
0,046047098;0
0,18186258;0
1,09320339;0
1,420699582;0
0,308649083;0
0,194526627;0
0,297999451;0
0,2814488;0
1,116014758;0
0,39711121;0
2,595759391;0,043
0,032102663;0,236
0,22585862;0,461
0,754703523;0,641
0,349934045;0,737
0,246339772;0,778
0,030468832;0,773
0,292006806;0,717
0,93036657;0,613
0,162925712;0,449
0,137007943;0,243
0,243238735;0,034
0,116053945;0
0,067322546;0
1,208291236;0
1,787159493;0
2,235102199;0
0,389789787;0
0,835215244;0
0,753790681;0
0,914789011;0
1,134398734;0
2,540262165;0
2,138374145;0
0,137100177;0,045
1,48245603;0,236
1,604472811;0,444
2,419602247;0,573
1,952111358;0,646
1,312465998;0,698
1,500765128;0,72
0,955800649;0,673
2,253554584;0,584
1,395742708;0,446
1,397711288;0,254
2,11436919;0,047
2,644663616;0
3,921018747;0
0,065097849;0
0,155495315;0
0,104372567;0
2,08772075;0
0,379980184;0
0,42313021;0
0,53556356;0
0,423376264;0
0,2147669;0
0,155252437;0
0,086241552;0,043
0,008390904;0,212
0,444943079;0,431
0,724910908;0,62
0,637551981;0,712
0,010819794;0,755
0,072907627;0,755
0,838757098;0,7
1,665362826;0,603
0,948938506;0,449
0,469260637;0,239
1,939638586;0,043
3,281222088;0
2,352752057;0
0,823669615;0
0,947046377;0
0,808795855;0
0,971754813;0
0,763812933;0
0,791761918;0
0,985370847;0
1,975216864;0
3,040891138;0
1,552245929;0
2,557903489;0,047
1,155050986;0,228
1,646398907;0,465
2,882867176;0,624
2,20350155;0,726
1,662098422;0,771
0,118884373;0,768
2,256077332;0,718
0,325531232;0,619
0,149728706;0,47
1,640264586;0,27
0,035991543;0,054
4,084036814;0
0,179985159;0
1,163721874;0
0,812255879;0
1,735234039;0
0,58447114;0
0,09662122;0
0,915382739;0
1,135681655;0
1,975216864;0
2,666523823;0
1,626711144;0
0,046471514;0,037
0,07522761;0,18
2,904736261;0,381
1,511650629;0,556
1,798591552;0,668
1,493078602;0,716
1,34944642;0,727
1,414186837;0,675
1,434848404;0,545
1,513704675;0,397
1,961387309;0,214
0,05068197;0,036
0,244956515;0
0,214630138;0
0,149250554;0
0,100889347;0
2,00869499;0
2,565714124;0
0,843376781;0
0,868289093;0
0,089905201;0
0,763345256;0
0,112110048;0
0,161326026;0
0,105731169;0,048
0,095090019;0,223
2,130326378;0,435
0,853650858;0,599
1,743315689;0,691
0,088164706;0,733
1,464939582;0,711
2,298644828;0,636
0,182046392;0,5
1,533405821;0,338
1,771807898;0,161
0,16453277;0,027
0,110407003;0
0,004674939;0
0,068468451;0
0,121721804;0
1,410241181;0
3,009035789;0
0,761160806;0
0,794705271;0
0,891844123;0
2,688488747;0
0,001531874;0
0,000174534;0
2,623338228;0,036
0,103797774;0,192
2,615744641;0,408
0,158456383;0,563
1,654023908;0,657
0,094713296;0,682
0,033784149;0,651
2,506752591;0,584
0,729082345;0,463
0,458379984;0,305
1,605365339;0,147
0,186568409;0,028
0,39476184;0
3,29016356;0
0,040008571;0
0,187967052;0
3,131902422;0
0,874477599;0
0,113102064;0
0,194526627;0
0,297999451;0
0,600568404;0
0,534849033;0
0,205474478;0
1,836244691;0,055
0,032102663;0,25
0,343539585;0,505
0,4277645;0,656
0,320185998;0,753
0,246339772;0,787
0,058040641;0,765
1,134951842;0,706
0,52854714;0,587
0,138976523;0,432
0,160617896;0,222
0,426951131;0,034
0,122787908;0
0,059627449;0
1,434901841;0
2,030461665;0
3,384384993;0
0,246658646;0
0,835215244;0
0,964011341;0
0,914789011;0
2,190394513;0
1,40113082;0
2,138374145;0
0,121913049;0,04
1,48245603;0,225
3,066572045;0,462
1,371425884;0,642
1,505856851;0,75
1,312465998;0,788
3,079256944;0,763
0,955800649;0,663
1,467415223;0,528
1,876742914;0,352
1,638572488;0,178
3,360702556;0,033
3,34876113;0
3,629746162;0
0,087608206;0
0,123318692;0
0,212461116;0
1,56718371;0
0,379980184;0
0,541134736;0
0,53556356;0
1,017878039;0
0,071403866;0
0,105275574;0
0,097974806;0,051
0,023873775;0,247
0,444943079;0,45
0,30436807;0,594
1,14664392;0,676
0,009980846;0,705
0,237390504;0,67
1,203072881;0,595
0,55878165;0,444
0,81809968;0,312
0,469260637;0,145
3,082975473;0,026
2,389232737;0
2,278927898;0
1,751656517;0
1,887731338;0
1,596432351;0
0,628754723;0
0,763812933;0
1,012572175;0
2,102629671;0
1,180560489;0
1,808018917;0
2,046768347;0
2,557903489;0,009
1,580902545;0,059
0,910722231;0,121
1,634003552;0,175
2,132989551;0,216
0,688144325;0,245
0,223759358;0,266
0,580456291;0,256
0,325531232;0,225
0,17553077;0,168
1,640264586;0,099
0,051382924;0,019
3,255088241;0
0,184850133;0
1,163768008;0
1,038781587;0
2,523761546;0
0,273772021;0
0,123567396;0
1,170668946;0
2,423369793;0
0,969238394;0
1,885321388;0
1,568009388;0
0,034067253;0,047
0,15484246;0,23
1,646398907;0,452
1,511650629;0,606
1,798591552;0,689
1,493078602;0,731
2,539873456;0,729
0,751363955;0,677
1,434848404;0,579
1,774554486;0,432
1,710063077;0,24
0,072355548;0,041
0,118724069;0
0,173184031;0
0,113491413;0
0,12434466;0
0,890919774;0
2,066700561;0
1,078581631;0
1,110441605;0
0,191843856;0
0,315206019;0
0,112110048;0
0,161330606;0
0,105731169;0,047
0,282972095;0,214
1,038981426;0,412
0,853650858;0,59
1,11334725;0,675
0,088164706;0,714
2,061340502;0,693
0,641119589;0,616
0,101133229;0,504
0,99438866;0,363
2,334280524;0,193
0,117623268;0,042
0,095088935;0
0,004801302;0
0,106654582;0
0,279487777;0
1,672827116;0
1,577546902;0
0,973436881;0
1,016336384;0
1,903058042;0
1,598529567;0
0,001531874;0
0,000206834;0
2,623338228;0,052
0,142066599;0,248
0,602180709;0,477
0,087651753;0,632
1,807697027;0,715
0,129417399;0,741
0,016360062;0,73
0,644951434;0,687
0,729082345;0,586
0,537370513;0,395
2,832340869;0,213
0,148576572;0,04
0,206937418;0
2,311173067;0
0,046047098;0
0,241998642;0
1,038812056;0
1,859662954;0
0,144644495;0
0,24877712;0
0,635884946;0
0,281437643;0
0,289457318;0
0,243500218;0
3,135433459;0,066
0,032102663;0,292
0,166095155;0,499
0,4277645;0,64
0,320185998;0,735
0,463650752;0,778
0,058040641;0,758
0,603005121;0,698
0,52854714;0,561
0,162925712;0,415
0,306983295;0,229
0,218470538;0,057
0,122786208;0
0,055255249;0
1,878298159;0
3,295464887;0
1,535456486;0
0,183288219;0
1,068143966;0
2,057051775;0
0,914789011;0
1,345622995;0
1,40113082;0
1,676461724;0
0,197839665;0,066
0,806299704;0,297
0,651681652;0,498
0,758618119;0,631
1,88964384;0,714
1,846792422;0,728
1,500765128;0,716
0,955800649;0,615
1,280258629;0,504
1,636264672;0,387
2,890928135;0,212
2,11436919;0,046
2,195682043;0
3,286486097;0
0,087608206;0
0,27826152;0
0,096782206;0
0,816215643;0
0,48595083;0
1,154698209;0
0,53556356;0
0,33105117;0
0,111227132;0
0,121716197;0
0,147259593;0,058
0,008390904;0,248
0,771245131;0,467
0,323772582;0,612
1,049167217;0,695
0,029001831;0,734
0,104575198;0,7
2,025878583;0,649
0,525593871;0,523
0,615371141;0,332
0,618230659;0,171
1,271195995;0,037
2,10992567;0
2,749687636;0
2,550901666;0
1,21435951;0
0,663993863;0
0,656881227;0
0,976828647;0
1,939862861;0
0,985370847;0
1,552534251;0
1,087298525;0
2,289178705;0
4,084298178;0,059
0,358453667;0,249
0,66871059;0,462
1,634003552;0,58
1,951663172;0,64
2,674631729;0,662
0,118880707;0,633
1,198664237;0,545
0,325531232;0,409
0,309688369;0,289
1,640264586;0,148
0,03232731;0,03
2,457479024;0
0,179985159;0
2,483301746;0
0,866602283;0
0,922507398;0
0,356405784;0
0,123567396;0
2,242741078;0
0,888025079;0
0,808585958;0
1,193103159;0
1,626755657;0
0,063608545;0,038
0,02334582;0,181
0,968783908;0,318
0,836184856;0,487
3,172646537;0,608
0,783801843;0,68
0,42452227;0,701
0,751363955;0,678
0,797109188;0,584
2,400480229;0,44
1,257569792;0,258
0,049237272;0,059
0,118724069;0
0,150766789;0
0,198823836;0
0,040441432;0
1,710620187;0
1,992828642;0
1,078581631;0
2,1273589;0
0,070299694;0
0,383945298;0
0,186434499;0
0,394100635;0
0,149466724;0,055
0,061344442;0,216
0,951484196;0,413
0,853650858;0,576
3,138126607;0,68
0,088164706;0,716
1,216394016;0,681
1,221280543;0,621
0,182046392;0,484
3,171589205;0,361
2,609818365;0,184
0,147781987;0,035
0,068137931;0
0,004674939;0
0,244891637;0
0,166174705;0
0,965898171;0
1,271359856;0
2,077164426;0
0,794705271;0
0,697360871;0
1,598529567;0
0,001291414;0
0,000374777;0
1,855721535;0,019
0,089227697;0,094
0,820114662;0,187
0,093239854;0,308
2,166259876;0,42
0,094713296;0,55
0,02805224;0,638
1,331849152;0,62
0,729082345;0,522
0,948081055;0,389
1,605365339;0,24
0,186568409;0,058
0,201769403;0
2,311173067;0
0,059088208;0
0,166174705;0
0,866662058;0
1,118355991;0
0,308649083;0
0,194526627;0
0,23301511;0
0,468019475;0
0,450893057;0
0,479233535;0
1,836244691;0,07
0,020710059;0,297
0,107709998;0,491
0,236622266;0,635
0,564795823;0,728
0,246339772;0,774
0,048193311;0,762
0,603005121;0,703
0,52854714;0,574
0,287449307;0,429
0,160617896;0,247
0,252356277;0,058
0,099215212;0
0,074844567;0
2,301887973;0
1,612011121;0
1,835357013;0
0,50835659;0
2,279254764;0
0,753790681;0
0,715302198;0
1,134398734;0
1,584876767;0
3,542220454;0
0,121913049;0,036
0,713091716;0,173
0,944113503;0,334
1,371425884;0,541
2,889257993;0,688
1,312465998;0,735
1,500765128;0,727
0,955800649;0,662
2,253554584;0,558
1,636264672;0,417
1,879389904;0,23
2,11436919;0,052
3,165107593;0
3,66096787;0
0,11156768;0
0,097071001;0
0,081590172;0
1,029570523;0
1,03694425;0
0,42313021;0
0,418773932;0
0,637529029;0
0,111227132;0
0,207199066;0
0,097974806;0,038
0,014465071;0,17
0,804365782;0,329
0,97077785;0,479
1,049167217;0,614
0,020610826;0,701
0,150557014;0,693
1,732065193;0,635
1,665362826;0,511
1,112464744;0,365
0,469260637;0,187
1,939638586;0,035
2,10996662;0
3,24805325;0
1,356490945;0
2,065895092;0
1,104195077;0
0,415095971;0
2,084401931;0
0,791761918;0
0,770492347;0
1,975216864;0
2,614074959;0
1,552245929;0
2,311683364;0,06
1,155050986;0,221
1,646398907;0,416
2,882867176;0,586
2,20350155;0,677
1,421044108;0,7
0,118884373;0,702
1,198664237;0,642
0,573011096;0,533
0,149728706;0,392
1,881330685;0,212
0,035991543;0,041
2,719848594;0
0,347063113;0
0,970872054;0
1,890413655;0
1,437451576;0
0,199397878;0
0,123567396;0
0,915382739;0
0,888025079;0
0,969238394;0
2,666523823;0
1,567964875;0
0,02998669;0,068
0,036188356;0,292
0,968783908;0,49
2,667000309;0,637
1,148648504;0,727
1,493078602;0,769
0,653472957;0,765
0,751363955;0,717
2,525668739;0,623
1,774554486;0,474
1,710063077;0,281
0,045522131;0,073
0,118724069;0
0,239086373;0
0,072857454;0
0,051717876;0
1,356641808;0
2,491800205;0
0,843376781;0
0,868289093;0
0,089905201;0
0,383945298;0
0,313555072;0
0,161326026;0
0,120116006;0,071
0,095090019;0,272
0,951484196;0,491
2,033133169;0,618
1,743315689;0,716
0,042693989;0,77
0,769030071;0,759
0,591408296;0,692
0,239531059;0,6
0,99438866;0,434
1,042577818;0,232
0,113603811;0,058
0,12487656;0
0,005201547;0
0,087559781;0
0,194934779;0
2,359499737;0
2,802192037;0
0,761160806;0
0,794705271;0
0,891844123;0
1,808119513;0
0,002549042;0
0,000206828;0
2,875811103;0,073
0,049932077;0,3
0,872399794;0,492
0,208759454;0,634
1,056322146;0,731
0,049720394;0,777
0,01773522;0,778
2,506752591;0,717
0,729082345;0,619
0,537370513;0,459
1,605365339;0,257
0,167574218;0,068
0,313772841;0
2,654817228;0
0,027689845;0
0,187967052;0
1,564327411;0
3,547148029;0
0,113102064;0
0,194526627;0
0,297999451;0
0,2814488;0
1,035289551;0
0,35908547;0
2,845627843;0,071
0,068759467;0,267
0,343539585;0,502
0,4277645;0,65
0,361502103;0,742
0,246339772;0,786
0,058040641;0,779
1,134951842;0,7
0,52854714;0,606
0,162925712;0,448
0,160617896;0,233
0,243238735;0,058
0,180778015;0
0,055255249;0
1,631981797;0
2,030461665;0
2,155167151;0
0,655568391;0
0,835215244;0
0,753790681;0
0,914789011;0
2,190394513;0
1,40113082;0
1,911969895;0
0,107313002;0,073
1,48245603;0,256
2,170406877;0,477
0,806982635;0,617
1,327314483;0,711
1,535102008;0,755
1,500765128;0,75
1,798969312;0,696
1,280258629;0,599
1,636264672;0,432
1,638572488;0,256
2,11436919;0,063
4,930309485;0
3,629746162;0
0,138437002;0
0,16142517;0
0,111389624;0
2,889875371;0
0,379980184;0
0,42313021;0
0,53556356;0
1,398226043;0
0,15184737;0
0,105275574;0
0,097974806;0,069
0,008390904;0,248
1,059717241;0,477
0,323772582;0,624
1,184549476;0,71
0,009980846;0,758
0,098446889;0,761
3,553836421;0,701
0,946103167;0,601
1,112464744;0,451
0,469260637;0,264
2,159492615;0,054
4,191209586;0
2,048207738;0
1,825101957;0
2,214435689;0
2,152431726;0
0,606280583;0
0,763812933;0
1,012572175;0
0,985370847;0
2,279527596;0
1,144140109;0
1,610403263;0
2,557903489;0,068
0,555639029;0,248
3,078955606;0,45
0,903865615;0,617
1,951663172;0,703
1,421044108;0,751
0,057570069;0,756
1,637869385;0,701
0,19226326;0,589
0,103286867;0,439
1,640264586;0,254
0,054021213;0,058
2,457526719;0
0,20025957;0
1,417503204;0
1,727383502;0
2,724939473;0
0,344838559;0
0,09662122;0
1,170668946;0
1,135681655;0
2,347144903;0
1,133741403;0
1,567964875;0
0,029987432;0,071
0,036188356;0,264
2,169059585;0,466
0,613980475;0,619
1,325044256;0,709
0,783801843;0,746
2,768782523;0,728
0,878819198;0,676
1,434848404;0,578
1,774554486;0,426
1,961387309;0,227
0,077515388;0,052
0,179052053;0
0,231613249;0
0,16956938;0
0,086004747;0
3,154371193;0
1,364367754;0
0,843376781;0
1,110441605;0
0,089905201;0
0,881584188;0
0,186430055;0
0,161326026;0
0,105731169;0,068
0,373131003;0,254
0,951484196;0,477
0,626805132;0,613
1,743315689;0,695
0,046282666;0,733
2,061340502;0,722
0,591408296;0,663
0,182046392;0,551
1,797650641;0,377
1,771807898;0,197
0,234893368;0,051
0,087997379;0
0,004801302;0
0,087563252;0
0,099933419;0
2,723014805;0
1,014845022;0
0,761160806;0
1,016336384;0
1,903058042;0
0,961293817;0
0,001531874;0
0,000337315;0
1,810834612;0,071
0,195932297;0,264
1,482599015;0,472
0,135164161;0,605
1,654023908;0,678
0,094713296;0,707
0,069318025;0,697
1,331849152;0,621
0,729082345;0,47
0,537370513;0,309
1,605365339;0,158
0,266352302;0,036
0,206937418;0
2,373643754;0
0,046047098;0
0,166178666;0
2,678860938;0
1,196331906;0
0,144644495;0
0,24877712;0
0,635884946;0
0,610382294;0
0,289457318;0
0,243500218;0
1,836244691;0,048
0,091338402;0,197
0,215322281;0,389
0,364885456;0,51
0,19456881;0,6
0,129317751;0,626
0,081669938;0,611
0,50069766;0,535
0,52854714;0,374
0,162925712;0,267
0,160617896;0,14
0,347257059;0,031
0,116053945;0
0,043186211;0
2,449641521;0
3,363618686;0
0,955884811;0
0,375471097;0
1,068143966;0
0,964011341;0
1,9520189;0
1,751778058;0
1,40113082;0
1,676461724;0
0,074927442;0,063
2,029017367;0,238
0,708264769;0,368
0,605390525;0,469
1,273778546;0,501
1,312465998;0,54
2,305241253;0,514
0,793636956;0,503
0,756138499;0,449
0,962820661;0,32
2,158748615;0,172
2,11436919;0,041
2,389593124;0
2,6518499;0
0,08325264;0
0,292658237;0
0,107297794;0
1,62690989;0
0,48595083;0
0,541134736;0
1,142810176;0
0,445509448;0
0,131937547;0
0,105278563;0
0,051297275;0,067
0,023873775;0,254
0,326705705;0,45
0,550235012;0,586
1,049167217;0,67
0,038792863;0,703
0,150557014;0,681
1,438198382;0,594
0,946103167;0,489
1,112464744;0,349
0,827915022;0,165
1,939638586;0,039
2,10996662;0
2,048207738;0
1,586199769;0
2,669868713;0
1,104168754;0
0,535990197;0
0,976828647;0
1,012572175;0
2,102629671;0
0,969199972;0
0,850192794;0
1,552289996;0
2,543591301;0,07
1,155050986;0,264
1,404387266;0,458
1,634003552;0,574
1,951663172;0,653
2,674631729;0,683
0,118884373;0,656
0,995295658;0,601
0,325531232;0,498
0,17553077;0,311
3,134979596;0,169
0,035991543;0,039
3,255088241;0
0,184850133;0
1,224653383;0
2,443084497;0
1,332914757;0
0,273772021;0
0,123567396;0
2,498027286;0
0,888025079;0
0,808585958;0
0,886543079;0
1,568009388;0
0,043133478;0,073
0,036186021;0,269
0,66871059;0,46
0,889494519;0,597
1,965696255;0,681
2,040160754;0,716
0,653472957;0,699
0,266955239;0,633
1,434848404;0,534
1,774554486;0,38
3,01705875;0,2
0,045522131;0,044
0,118724069;0
0,214630138;0
0,093176281;0
0,144647181;0
0,83504837;0
1,059453148;0
1,078581631;0
2,369511412;0
0,070299694;0
0,262970665;0
0,161985842;0
0,237915974;0
0,19236597;0,071
0,163925599;0,262
1,379308922;0,438
1,543225576;0,567
1,743315689;0,653
0,165940043;0,693
1,464939582;0,678
1,014074821;0,619
0,182046392;0,516
1,797650641;0,374
3,125994937;0,186
0,16453277;0,045
0,100194932;0
0,007350306;0
0,186846497;0
0,18186258;0
1,157760001;0
1,155542022;0
0,973436881;0
2,16870536;0
0,697360871;0
1,388901513;0
0,001060249;0
0,000206834;0
2,356187039;0,057
0,086077862;0,208
1,264665062;0,38
0,158456383;0,518
1,654023908;0,617
0,178265533;0,666
0,02805224;0,671
1,105884064;0,623
0,729082345;0,527
0,948081055;0,386
1,605365339;0,19
0,167574218;0,045
0,282758402;0
3,29016356;0
0,059088208;0
0,160074195;0
1,500961317;0
2,279104527;0
0,144644495;0
0,530852071;0
0,23301511;0
0,220073637;0
0,450893057;0
0,281519045;0
2,581280557;0,06
0,055341751;0,222
0,194717574;0,408
0,4277645;0,538
0,535047776;0,628
0,246339772;0,669
0,048193311;0,657
0,705293983;0,608
0,52854714;0,505
0,287449307;0,348
0,160617896;0,188
0,252356277;0,047
0,116053945;0
0,043186211;0
3,582607682;0
1,933104971;0
1,905303416;0
0,285511474;0
1,068143966;0
1,846831115;0
0,715302198;0
1,548682067;0
1,401164222;0
2,627458369;0
0,060327395;0,052
0,460059172;0,221
0,887530387;0,398
1,371425884;0,548
2,889257993;0,642
1,312465998;0,683
1,246141305;0,655
0,955800649;0,581
1,280258629;0,409
2,886856463;0,284
1,638572488;0,153
3,125296039;0,037
2,644663616;0
2,6518499;0
0,177648316;0
0,097071001;0
0,111386969;0
1,993854686;0
1,03694425;0
0,42313021;0
0,418773932;0
0,862801084;0
0,15185099;0
0,190761432;0
0,048481806;0,063
0,005413137;0,232
0,563158959;0,442
0,30436807;0,567
1,75321404;0,664
0,020610826;0,71
0,125013108;0,715
1,732065193;0,656
1,084410726;0,556
1,962717945;0,421
0,400281888;0,247
2,159492615;0,067
2,794731581;0
2,048207738;0
2,94602548;0
1,461867919;0
0,959393085;0
0,656881227;0
2,084401931;0
0,791761918;0
0,770492347;0
1,180560489;0
1,808062019;0
2,81270047;0
0,985630663;0,072
0,957865624;0,257
1,888366555;0,457
1,634003552;0,587
3,261332627;0,673
1,421044108;0,709
0,098714133;0,699
1,198664237;0,637
0,325531232;0,522
0,309688369;0,335
1,487910811;0,174
0,049132818;0,045
2,719848594;0
0,305695353;0
0,909986679;0
0,812255879;0
1,188008502;0
0,240711004;0
0,263673798;0
0,915382739;0
0,888025079;0
0,969238394;0
1,380984672;0
3,086004147;0
0,019435529;0,067
0,02334582;0,24
0,968783908;0,45
0,889494519;0,59
3,172646537;0,676
0,783801843;0,706
0,708401144;0,676
0,36384996;0,604
2,525668739;0,442
1,774554486;0,334
0,694568785;0,166
0,036893791;0,047
0,118724069;0
0,282561931;0
0,099672875;0
0,074726252;0
1,542972956;0
1,290495835;0
2,301527134;0
0,868289093;0
0,070299694;0
0,57365896;0
0,186434499;0
0,292325965;0
0,073822985;0,061
0,061344442;0,222
0,894459335;0,422
2,087556349;0,559
1,743315689;0,648
0,042693989;0,694
0,957901206;0,673
0,641119589;0,615
0,320444223;0,531
0,99438866;0,384
1,51136182;0,225
0,096853028;0,057
0,066436267;0
0,007413531;0
0,068468451;0
0,18186258;0
1,925308296;0
0,94869827;0
2,077164426;0
0,794705271;0
0,697360871;0
1,011586259;0
0,002549042;0
0,000206834;0
1,71787869;0,078
0,086077862;0,277
1,482599015;0,462
0,279564083;0,6
1,654023908;0,68
0,094713296;0,719
0,033784149;0,71
1,331849152;0,66
1,283355428;0,562
0,537370513;0,397
1,369385408;0,225
0,167574218;0,061
0,201769403;0
3,665064365;0
0,021652416;0
0,14438632;0
2,11708538;0
1,176865524;0
0,144644495;0
0,194526627;0
0,23301511;0
0,342812805;0
0,789912511;0
0,321066643;0
1,699848584;0,052
0,032102663;0,202
0,215322281;0,318
0,563561288;0,373
0,204482873;0,399
0,119290679;0,393
0,030468832;0,378
0,292006806;0,344
0,7139867;0,287
0,095869724;0,219
0,065237463;0,133
0,167947378;0,042
0,096970999;0
0,06155136;0
2,055571611;0
1,933104971;0
2,484920513;0
0,563553523;0
0,835215244;0
0,753790681;0
0,914789011;0
1,751778058;0
1,797991335;0
1,22361206;0
0,10193753;0,035
1,48245603;0,121
0,887530387;0,257
1,806794481;0,344
1,729004387;0,384
1,312465998;0,345
1,500765128;0,3
0,955800649;0,276
2,253554584;0,226
1,636264672;0,154
1,397711288;0,076
2,11436919;0,021
4,746655948;0
2,370990698;0
0,08324934;0
0,09707485;0
0,111389624;0
2,736285455;0
0,379980184;0
0,42313021;0
0,53556356;0
0,423376264;0
0,179721122;0
0,105275574;0
0,09156879;0,023
0,017442838;0,121
0,804365782;0,266
0,97077785;0,406
1,049167217;0,518
0,020610826;0,552
0,150557014;0,55
3,260023031;0,512
0,946103167;0,417
1,112464744;0,276
0,538226847;0,137
2,159492615;0,036
3,560488205;0
2,915808668;0
1,521947693;0
1,461912921;0
1,104195077;0
1,064519339;0
0,976828647;0
0,791761918;0
0,985370847;0
1,890679957;0
3,040848035;0
2,289134638;0
1,921204475;0,039
0,555639029;0,142
2,904736261;0,272
1,634003552;0,4
2,20350155;0,523
1,421044108;0,563
0,118884373;0,526
2,256077332;0,438
0,325531232;0,347
0,17553077;0,252
1,881330685;0,135
0,035991543;0,04
4,084036814;0
0,206746829;0
2,01636486;0
1,727383502;0
1,678916654;0
0,571252067;0
0,09662122;0
0,915382739;0
1,135681655;0
2,710707662;0
0,886543079;0
1,567964875;0
0,019435529;0,058
0,036188356;0,191
3,078955606;0,362
0,836184856;0,489
1,148648504;0,584
0,723027217;0,62
0,653472957;0,586
1,057256539;0,536
0,797109188;0,412
1,774554486;0,307
1,710063077;0,179
0,045522131;0,053
0,223159037;0
0,171825105;0
0,154938569;0
0,077880971;0
2,176342221;0
3,194133012;0
0,843376781;0
0,868289093;0
0,089905201;0
0,672627777;0
0,112110048;0
0,161326026;0
0,097877466;0,059
0,197671176;0,217
2,852865971;0,374
1,543225576;0,515
1,743315689;0,645
0,088164706;0,712
1,464939582;0,71
2,298644828;0,664
0,182046392;0,567
1,797650641;0,416
1,771807898;0,24
0,16453277;0,071
0,12487656;0
0,004674939;0
0,112763286;0
0,166178666;0
2,470579522;0
0,948660662;0
0,761160806;0
0,794705271;0
0,891844123;0
2,688488747;0
0,001763039;0
0,000305015;0
1,202734872;0,087
0,049932077;0,266
2,171154624;0,458
0,093239854;0,607
1,654023908;0,684
0,049720394;0,72
0,01773522;0,709
2,506752591;0,656
0,405031106;0,554
0,537370513;0,403
1,123961131;0,221
0,269729262;0,062
0,201769403;0
3,29016356;0
0,046047098;0
0,232415001;0
2,497603163;0
1,859662954;0
0,113102064;0
0,24877712;0
0,297999451;0
0,848503085;0
0,534849033;0
0,243493305;0
2,054034049;0,087
0,032102663;0,295
0,392761509;0,479
0,173743222;0,606
0,19456881;0,685
0,129317751;0,724
0,081669938;0,727
0,292006806;0,674
0,52854714;0,584
0,162925712;0,441
0,160617896;0,259
0,372020754;0,081
0,132140493;0
0,055255249;0
2,124569745;0
1,358971555;0
3,454331396;0
0,389780495;0
0,835215244;0
0,964011341;0
0,914789011;0
2,953978585;0
0,842572535;0
1,45001631;0
0,11931732;0,093
2,798335675;0,294
1,604472811;0,479
1,169833774;0,611
1,952111358;0,692
1,312465998;0,728
2,824679407;0,725
0,793636956;0,676
1,280258629;0,576
1,636264672;0,434
1,727237082;0,262
3,448940784;0,08
2,389593124;0
2,568640712;0
0,08325264;0
0,210527703;0
0,172733346;0
1,56718371;0
0,48595083;0
0,541134736;0
1,142810176;0
0,77047599;0
0,131937547;0
0,155255425;0
0,079835536;0,06
0,023873775;0,196
0,444943079;0,339
0,242891042;0,452
0,637551981;0,525
0,010819794;0,583
0,211851242;0,616
0,61539268;0,568
0,946103167;0,451
1,112464744;0,339
0,469260637;0,203
3,302829502;0,059
3,182116801;0
2,915808668;0
1,91701931;0
1,887731338;0
2,152405403;0
0,628754723;0
0,976828647;0
1,012572175;0
2,102629671;0
1,552534251;0
1,144140109;0
1,852813621;0
0,985630663;0,051
2,180314502;0,158
1,578606611;0,258
0,663676023;0,325
1,951663172;0,371
1,421044108;0,367
0,223759358;0,371
1,198664237;0,36
0,325531232;0,301
0,17553077;0,218
1,640264586;0,127
0,051382924;0,041
2,457526719;0
0,24162733;0
1,935222651;0
2,443084497;0
1,534056112;0
0,273772021;0
0,123567396;0
1,170668946;0
2,423369793;0
1,552534251;0
0,94585989;0
1,568009388;0
0,015355707;0,072
0,102963005;0,224
0,910722231;0,374
1,289446248;0,482
1,798591552;0,582
1,493078602;0,596
2,539873456;0,605
0,623885538;0,594
1,434848404;0,531
1,774554486;0,387
3,01705875;0,229
0,04742189;0,067
0,121765005;0
0,202402114;0
0,154942263;0
0,139229259;0
1,375230471;0
1,697108283;0
1,078581631;0
1,110441605;0
0,191843856;0
0,246479236;0
0,117975593;0
0,19256424;0
0,103886667;0,075
0,373131003;0,232
0,894416126;0,43
1,543225576;0,569
1,059368185;0,639
