type,Demand,Solar,Wind Speed,Wind,Wind,Wind
number,1,1,30m,1,2,3
,0.09015499418,0.0,3.947,0.09523000000000001,0.234135,1.30495
,0.10039287109999999,0.0,3.899,0.09090999999999999,0.22429500000000002,1.26415
,0.09935929034999999,0.0,3.67,0.0703,0.17735,1.0695
,0.10678693700000001,0.0,3.338,0.04042000000000001,0.10929000000000003,0.7873000000000001
,0.11985480190000002,0.0,3.116,0.020440000000000007,0.06378000000000002,0.5986000000000001
,0.05342634494,0.0,2.956,0.009559999999999999,0.039119999999999995,0.48152
,0.05517804265,0.001,2.914,0.00914,0.03828,0.46388000000000007
,0.008555063927000001,0.105,2.895,0.00895,0.037899999999999996,0.4559
,0.41512333989999994,0.279,3.569,0.061209999999999994,0.15664499999999998,0.98365
,0.19154041709999997,0.433,3.971,0.09739000000000002,0.23905500000000002,1.3253499999999998
,0.3420401238,0.62,4.051,0.11020000000000003,0.25545500000000004,1.4239500000000003
,0.01220330465,0.736,3.698,0.07282,0.18309,1.0933
,0.055604834949999994,0.733,3.305,0.03745000000000002,0.10252500000000003,0.7592500000000001
,1.5285490019999999,0.6910000000000001,2.941,0.009409999999999998,0.03881999999999999,0.4752199999999999
,0.33029941549999997,0.598,2.607,0.0060700000000000025,0.03214,0.33494000000000007
,0.6190970982000001,0.421,2.316,0.0031599999999999983,0.026319999999999996,0.21271999999999994
,0.26114796009999997,0.229,1.9220000000000002,0.0,0.018440000000000005,0.07376000000000002
,0.9262430666000001,0.021,1.432,0.0,0.008639999999999998,0.034559999999999994
,1.9495773829999998,0.0,1.667,0.0,0.01334,0.05336
,1.147012799,0.0,2.315,0.0031499999999999996,0.026299999999999997,0.2123
,1.0682953730000002,0.0,2.691,0.006909999999999999,0.033819999999999996,0.37021999999999994
,0.5906133585,0.0,3.054,0.014859999999999986,0.05106999999999996,0.5458999999999998
,0.4031948878,0.0,3.125,0.02125,0.065625,0.60625
,0.5422537022000001,0.0,3.215,0.029349999999999987,0.08407499999999997,0.6827499999999999
,0.1812240572,0.0,3.296,0.036639999999999985,0.10067999999999996,0.7515999999999999
,0.1878552992,0.0,3.263,0.033669999999999985,0.09391499999999998,0.7235499999999999
,0.18280883069999998,0.0,3.127,0.021429999999999977,0.06603499999999995,0.6079499999999998
,0.8811308405999999,0.0,2.957,0.009569999999999999,0.03914,0.4819399999999999
,0.6156165764,0.0,2.859,0.00859,0.03718,0.44077999999999995
,0.3444126634,0.0,2.8449999999999998,0.008449999999999997,0.03689999999999999,0.4348999999999999
,0.34982551800000006,0.006,2.859,0.00859,0.03718,0.44077999999999995
,0.2222977784,0.202,2.766,0.00766,0.03532,0.40172
,1.292294406,0.424,3.035,0.013150000000000012,0.04717500000000002,0.5297500000000002
,0.5688073555,0.624,2.739,0.007389999999999999,0.03478,0.39037999999999995
,0.6362637932999999,0.731,2.228,0.002280000000000002,0.024560000000000002,0.1757600000000001
,0.49955591709999997,0.782,2.033,0.0003299999999999992,0.020659999999999998,0.09385999999999997
,0.0417927859,0.783,1.9500000000000002,0.0,0.019000000000000003,0.07600000000000001
,1.057822206,0.734,1.9260000000000002,0.0,0.018520000000000002,0.07408000000000001
,0.18112904419999998,0.632,2.005,4.999999999999893e-05,0.020099999999999996,0.08209999999999995
,0.0976845252,0.48,2.222,0.0022199999999999998,0.024439999999999996,0.17324
,1.1179480119999998,0.27,2.371,0.0037099999999999998,0.027420000000000003,0.23582
,0.020249133449999998,0.032,2.102,0.0010199999999999988,0.02204,0.12283999999999995
,1.757824484,0.0,1.994,0.0,0.01988,0.07952
,0.060022420289999996,0.0,2.196,0.0019600000000000017,0.02392,0.16232000000000008
,0.2159055846,0.0,2.412,0.0041199999999999995,0.028239999999999998,0.25304
,0.951909944,0.0,2.493,0.004929999999999999,0.02986,0.2870599999999999
,0.9113525761,0.0,2.573,0.00573,0.03146,0.32065999999999995
,0.2415789619,0.0,2.6189999999999998,0.006189999999999998,0.03237999999999999,0.3399799999999999
,0.02292457838,0.0,2.685,0.00685,0.0337,0.3677
,0.21718586659999997,0.0,2.811,0.00811,0.03622,0.42062
,0.21069492369999998,0.0,2.88,0.008799999999999999,0.037599999999999995,0.44959999999999994
,0.8811308405999999,0.0,2.789,0.007890000000000001,0.03578,0.4113800000000001
,0.6075042651,0.0,2.739,0.007389999999999999,0.03478,0.39037999999999995
,0.6693906416,0.0,2.674,0.0067399999999999995,0.033479999999999996,0.36307999999999996
,0.011155083,0.008,2.628,0.006280000000000001,0.032560000000000006,0.34376000000000007
,0.06038368838,0.244,2.352,0.003519999999999999,0.027039999999999998,0.22783999999999996
,1.058593491,0.467,2.329,0.0032900000000000017,0.026580000000000006,0.21818000000000007
,0.8908071587999999,0.627,2.594,0.005939999999999998,0.03188,0.3294799999999999
,0.9154631252000001,0.729,2.304,0.0030399999999999984,0.02608,0.20767999999999992
,0.5248790282,0.777,1.916,0.0,0.01832,0.07328
,0.7989832976,0.775,1.561,0.0,0.011219999999999999,0.044879999999999996
,0.6630793275000001,0.721,1.214,0.0,0.004279999999999999,0.017119999999999996
,0.5009280232,0.608,1.228,0.0,0.00456,0.01824
,0.6177340576,0.442,1.166,0.0,0.0033199999999999983,0.013279999999999993
,0.6426920062,0.202,1.56,0.0,0.011200000000000002,0.044800000000000006
,0.02119734659,0.023,1.479,0.0,0.009580000000000002,0.03832000000000001
,0.1096992518,0.0,1.351,0.0,0.007019999999999999,0.028079999999999997
