type,Demand,Solar,Wind Speed,Wind,Wind,Wind,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand
number,1,1,30m,1,2,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
30,0.483699757,0.0,2.835,0.00835,0.0367,0.4307,1.076385121,1.136530005,2.5708368719999997,3.107087861,2.4317342269999997,4.020679247,3.7105539600000004,4.117533119,5.898348411999999,5.7095925670000005,5.622207263,5.416870972,7.0950124169999995,8.612265161,7.525632225000001,4.806452531,3.143716106,6.423340249,2.599744327
31,0.6048869831000001,0.006,2.7689999999999997,0.0076900000000000015,0.03538,0.4029800000000001,1.382536419,1.137572881,1.28656253,1.428255743,1.904619684,2.992094187,3.774390384,4.1822450479999995,5.939710754,5.799325604,8.789915225000001,8.41833883,7.2065189730000005,8.74761715,11.14352888,2.702925091,5.166157150999999,3.651157847,3.876522345
32,0.6923749412999999,0.215,2.435,0.004350000000000001,0.028700000000000007,0.26270000000000004,0.9692068803,0.4761983977,1.169243522,1.3483380029999998,1.514417932,2.381596375,2.89018122,3.478264811,4.672001586,4.6444058340000005,4.573437782,4.406324425,5.771351554999999,7.005528311,6.121635446,5.166524985,3.867894512,4.531055661,3.163240598
33,1.4801111630000001,0.445,2.5700000000000003,0.005700000000000003,0.031400000000000004,0.3194000000000001,1.481027044,1.029311366,2.4324209409999997,2.5047757230000003,2.8362792760000004,2.308125087,2.235927703,1.935102097,2.273123704,4.114252490999999,2.947634933,2.987883069,3.9778880749999996,4.96096022,3.632717935,11.109822759999998,13.81790236,16.71645435,20.34133788
34,0.5059861181,0.614,2.1790000000000003,0.0017899999999999984,0.02358,0.15517999999999993,0.006647893192,0.017483959099999998,0.19038304230000003,0.19767791630000003,0.4597046193,0.5528114985000001,0.8419316858999999,1.1273348779999999,1.492591046,2.641301253,2.148258352,2.45707049,3.276093988,4.095117484,2.948484588,2.7368348879999997,5.800278037,1.519640725,1.367676653
35,0.5654576143999999,0.716,1.531,0.0,0.010620000000000004,0.04248000000000001,0.09858913305,0.2592894199,0.6584789081,0.956718964,1.381386731,0.8336786362999999,1.263851445,1.639336014,2.113798596,4.0803373149999995,4.103236,5.059914258,5.693068617,7.2292090280000005,6.252494318999999,4.110628158,8.801223625,2.834170116,3.4749551909999994
36,1.1811925920000002,0.7659999999999999,1.274,0.0,0.0054800000000000005,0.02192,0.5895648054,0.32642227260000006,1.246964244,0.9157509518,1.56202756,0.797979379,1.3594470349999999,1.441867695,2.026749899,3.9056117,3.9275298329999995,4.843241821,5.449283648,6.919644429000001,5.984753978,3.9346054479999997,8.424343214,2.7128070829999995,3.326152865
37,0.09966280239,0.7659999999999999,0.915,0.0,0.0,0.0,0.053551378309999995,0.02730844673,0.10741999099999999,0.07971072819,0.1316365634,0.06768859082999999,0.1137565149,0.12081241909999998,0.1695618684,0.32674467789999995,0.32859003999999997,0.40518965710000004,0.4558875751,0.5788965925,0.5006851759,0.33323345439999996,0.7068455069,0.2336279242,0.284272874
38,1.632789231,0.7000000000000001,0.939,0.0,0.0,0.0,1.203754184,0.9935077301000002,2.762317484,2.55661313,3.21252381,3.0614596609999998,2.325942867,1.996507057,2.3574279860000003,4.515325004999999,3.97081618,4.515666258,5.16536244,6.538271010000001,5.604366186999999,9.566939979,11.16673759,13.25948721,17.65958342
39,0.2326869312,0.5670000000000001,0.983,0.0,0.0,0.0,0.1150729094,0.04553157193,0.23517648459999999,0.1683805143,0.2221640876,0.26476254309999997,0.1040573002,0.08637760948,0.10548778349999999,0.24762432259999997,0.34965471480000004,0.4692366273,0.42657875210000007,0.5545523777000001,0.5972102529,0.353051212,0.7736814187000001,0.2344168583,0.3856157319
40,0.1234335581,0.395,1.351,0.0,0.007019999999999999,0.02808,0.009384957385,0.02468243791,0.04700043753,0.07676738129999999,0.09212085756,0.02601381724,0.05640894313,0.04682487103,0.05618984523,0.1342359095,0.1895460759,0.2543708339,0.2312462126,0.3006200764,0.32374469770000003,0.43201622469999995,0.27847660139999997,0.27854883189999996,0.33855571279999996
41,0.5897954072000001,0.14300000000000002,1.5919999999999999,0.0,0.011840000000000002,0.047360000000000006,0.27634862480000005,0.5029544971,1.1192145210000002,1.217870678,1.4036240300000002,2.346071895,2.858253854,3.092778883,4.206310456,3.0275410829999996,3.4355566619999993,2.9213264949999997,3.768303667,4.455255241,4.525478089,4.089346499,1.809896253,2.8644055789999996,3.633418507
42,0.009118383287999998,0.011000000000000001,1.57,0.0,0.011400000000000002,0.045600000000000016,0.01439080806,0.01703964532,0.01993489026,0.01907488585,0.022109025249999997,0.03949826221,0.04356041407,0.05015177387,0.06394972289999999,0.04601929655,0.052223307329999996,0.04440535981,0.05727888526,0.06772041713999999,0.06878806773,0.07203182186,0.0479039078,0.04367735072,0.05631992338
43,1.462885716,0.0,1.855,0.0,0.0171,0.0684,1.886637806,2.2315249510000004,3.593559317,3.5257071520000003,4.015021524,4.701909934000001,4.636046211,4.596453418,5.407551628,4.869602972,4.587262108,3.7341086130000005,4.834441041,5.753092013000001,5.64203206,15.401898930000002,13.544193969999998,18.003553330000003,24.43412048
44,0.05172941382,0.0,2.3209999999999997,0.003210000000000002,0.026420000000000003,0.21482000000000007,0.06489146227,0.08701663953000001,0.16032622749999997,0.1045107391,0.1213678219,0.21761138880000003,0.2403880619,0.2777686251,0.3666834238,0.2546256458,0.5425487429,0.485875024,0.31692608899999997,0.37470085839999995,0.6688272973999999,0.34392679219999994,0.1522179186,0.2855014348,0.30558182640000003
45,0.6473960272,0.0,2.423,0.004229999999999999,0.028460000000000003,0.25766,0.8830955357999999,1.0890173029999999,2.006490216,1.307956774,1.518923953,2.723416681,3.008467807,3.476287299,4.589060152,3.1866518339999996,6.790022826,6.0807485880000005,3.9663447869999997,4.689398721000001,8.370404824,4.304259848,1.905014352,3.5730637740000004,3.8243708109999996
46,0.5541199497,0.0,2.48,0.0048,0.0296,0.2816,0.8159299253,0.9720589625,2.0519759649999996,1.8224314289999999,1.3187218269999998,2.414011312,2.688352742,3.1029408050000002,4.096204018000001,2.844411625,6.060787578999999,5.4276880190000005,3.540367071,4.18576642,7.471439625,7.093652795,8.826157790000002,3.1893236739999997,3.413640825
47,0.4921150164,0.0,2.5580000000000003,0.005579999999999997,0.03116,0.3143599999999999,0.7246289702,0.8632874751,1.590588017,1.618504934,1.171159446,2.1438881899999997,2.3875313539999996,2.751134483,3.63715908,2.526127555,2.866568648,2.437503952,3.144206954,3.7173873840000007,3.7759801049999995,5.629001918999999,6.3683410490000005,2.8914418,3.031661126
48,0.2303901715,0.0,2.69,0.0069,0.0338,0.3698,0.2808151709,0.3472260288,0.6742358117,0.6789800027000001,0.6255641284,0.7361990683999999,0.7288915901,0.723896392,0.8776801320000001,0.7669147713,0.7224488506,0.5880855316000001,0.7613771115000001,0.9060556416000001,0.8885647867,2.322657419,1.907382386,2.938374111,3.8481346469999997
49,0.01696945802,0.0,2.6870000000000003,0.006870000000000003,0.033740000000000006,0.36854000000000015,0.03088441359,0.05620963273,0.1250821645,0.1361078665,0.15686745359999998,0.2621943741,0.3012760138,0.345645513,0.4700925576,0.33835460930000005,0.3839539746,0.3264841855,0.42114140810000006,0.49791434860000006,0.5057623757,0.1385591612,0.20227198340000002,0.16193356080000001,0.2708084878
50,0.160767469,0.0,2.511,0.005110000000000001,0.030220000000000007,0.29462000000000005,0.2925967936,0.5325261644999999,1.185019757,1.289476493,1.486151382,2.484011327,2.854268072,3.2746216319999997,4.453624306000001,3.205548116,3.6375533420000004,3.093088544,3.9898645100000003,4.7172060270000005,4.791557691,1.312699889,1.91631075,1.5341473310000002,2.565620843
51,0.1559626791,0.0,2.225,0.0022500000000000007,0.0245,0.17450000000000004,0.28385207599999995,0.5166107783999999,1.149603568,1.25093845,1.441735399,2.4097727219999996,2.76896376,3.176754389,4.320520705,3.109745245,3.5288393119999997,3.0006467050000003,3.870621103,4.576224869,4.648354417,1.2734677779999999,1.859038775,1.488296914,2.488943209
52,0.8565772611,0.0,1.953,0.0,0.01906,0.07624,1.4766475250000002,1.7761069899999997,4.161299228,3.5103043549999997,3.221556815,4.564230436,3.737959963,3.7164274259999996,4.359057936999999,3.9228703289999998,3.6954212729999996,3.008135153,3.894544468,4.634594255,4.545126223,11.88069941,9.75651278,14.79911501,18.622777290000002
53,0.3353058727,0.0,1.903,0.0,0.018060000000000003,0.07224000000000001,1.990888637,1.060961413,2.1780766760000003,2.023230408,2.007010648,2.435481565,2.949593353,3.7798809939999995,4.474138995000001,3.1045554780000004,3.522950131,2.9956390100000005,3.864161533,4.568587737,4.640596909000001,5.923887987,6.390275843,5.465667868,2.484789482
54,1.1339426460000002,0.0,1.8010000000000002,0.0,0.016020000000000003,0.06408000000000001,0.6313973917999999,0.5902462325,1.740952521,2.980160058,2.01286183,3.529065353,2.9212225329999995,3.140948007,4.426994082,3.0746941469999998,3.4890644479999997,2.9668252980000003,3.82699389,4.524644534,4.595961082,5.256587628,4.9913442859999995,7.389104435999999,3.690007934
55,0.002997521652,0.006999999999999999,1.76,0.0,0.0152,0.0608,0.0071436936320000005,0.01778910636,0.02156888354,0.02061133964,0.03534067413,0.04356133749,0.04593088735,0.052406609539999996,0.07381852204,0.05123834465,0.1091771388,0.0977726806,0.06377506918,0.07540109193000001,0.1345881852,0.049684583399999996,0.1079060816,0.05665834827,0.041009574720000004
56,0.047543692900000004,0.231,1.436,0.0,0.008719999999999999,0.034879999999999994,0.046234472869999994,0.05171465546,0.10694937709999999,0.08383871408,0.08946502954999999,0.1271923018,0.14389849,0.19795486709999996,0.22986349930000002,0.1612607314,0.1830008142,0.1556051774,0.2007165608,0.2373057569,0.24104701609999998,0.1329527174,0.27077577369999994,0.5559965844,0.2858982628
57,1.6603520470000002,0.45399999999999996,0.321,0.0,0.0,0.0,1.9727908489999997,2.4413772949999997,3.158910323,4.293182960999999,3.663878657,4.123911817,4.2800322369999995,4.1660025670000005,5.096717673,4.491757974,4.2313246630000005,3.4443695380000006,4.459324348,5.306694832,5.204252306,10.74341835,11.17138483,20.03384444,21.323419180000002
58,0.02329399261,0.613,0.91,0.0,0.0,0.0,0.07599207338,0.0,0.07828433606999999,0.0,0.2438298699,0.199283976,0.0,0.005073425336000001,0.1006107871,0.0,0.0,0.0,0.0,0.0,0.0,0.5538396562999999,1.2136920549999999,1.23930129,1.115371161
59,0.02433435647,0.718,1.405,0.0,0.008100000000000001,0.032400000000000005,0.07938605603000001,0.0,0.08178069649999999,0.0,0.2547198787,0.20818446159999998,0.0,0.005300016306,0.1051042987,0.0,0.0,0.0,0.0,0.0,0.0,0.5785754228,1.267898363,1.294651366,1.16518623
60,0.48668937120000005,0.769,1.777,0.0,0.015540000000000003,0.062160000000000014,0.6069328247999999,0.0,0.9161955603999999,0.7306455767000001,0.3039976992,0.2271897527,0.0,0.005783858145,0.162004552,0.0,0.0,0.0,0.0,0.0,0.0,0.631393939,1.3836456069999998,0.631393939,0.0
61,0.4494549513,0.7709999999999999,2.072,0.0007200000000000006,0.02144,0.11024000000000002,0.5965435821000001,0.0,0.8632365806,0.6955362594,0.2856223884,0.21588774530000004,0.000287689225,0.007338127781,0.1464678744,1.9168905e-05,0.00015190530800000002,5.2766728e-05,1.3426016e-05,0.0,1.5919218999999997e-05,0.6167944676,1.273991739,0.6464200053,0.06818879375999999
62,0.6438610951,0.723,2.238,0.00238,0.02476,0.17995999999999998,0.8592375,0.8053084705,1.488341421,1.540103431,1.327697658,1.0308466449999998,0.7404257618000001,0.49292141,0.48379439960000004,0.7653048205999999,0.4123989578,0.2697554581,0.3565683411000001,0.43971494339999995,0.3486259894,7.285173626999999,6.081148013,8.957912224,11.46962823
63,0.4030651775,0.621,2.27,0.0027,0.0254,0.1934,0.6852938279,0.4626301733,0.6848605832000001,0.7750715475,0.2302113247,0.1881534371,0.004808269164999999,0.0047900610700000006,0.1329467091,0.0,0.0,0.0,0.0,0.0,0.0,5.95743296,8.262871957,0.0,0.0
64,0.0729527245,0.434,2.283,0.0028299999999999987,0.025659999999999995,0.19885999999999995,0.6087185562999999,0.0,0.9434301105,0.7064148133,0.28623637060000007,0.2339431261,0.0,0.225270313,0.1668202499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.07030145398000001,0.188,2.0580000000000003,0.0005799999999999983,0.02116,0.10435999999999993,0.5865963181,0.0,0.909143681,1.037020564,0.0,0.22544109249999997,0.0,0.2170834694,0.1607576167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.01262412951,0.016,1.73,0.0,0.0146,0.0584,0.01714543247,0.010765364789999999,0.04262122311,0.02606761088,0.03004352243,0.05484435694,0.057819176390000004,0.07125762402,0.09330332496,0.06480225223,0.07353552048999999,0.06252880842,0.08065772123,0.09536140582,0.09686447336000001,0.0394002148,0.06692791556000001,0.03101379194,0.05186570376
67,0.07080596774999999,0.0,1.813,0.0,0.016260000000000004,0.06504000000000001,0.08649135003000001,0.07623669845,0.21421675290000003,0.17852726719999998,0.21485002290000002,0.2550030306,0.259096408,0.2762455951000001,0.34799620510000007,0.3746379541,0.33497932220000004,0.3100596394,0.4064382604,0.4940397798,0.4281648419,0.5990212125000001,0.6543252637000001,0.808565826,1.125348301
68,0.04172985495,0.0,2.019,0.00019000000000000126,0.02038,0.08798000000000004,0.054827272579999996,0.07412702638,0.163777447,0.09853229885999999,0.12965058259999998,0.2196096753,0.26000623489999997,0.3030469667,0.41271287030000003,0.4000830287,0.6063973892000001,0.5807631312000001,0.4971622795,0.6034793357000001,0.7687681445000001,0.2944603932,0.1275072173,0.2095478104,0.267432958
69,0.05272718965,0.0,2.093,0.0009299999999999996,0.02186,0.11906,0.07297472362,0.10810760570000001,0.23292226980000003,0.17831739119999998,0.2276316506,0.28318185189999995,0.34174685539999994,0.39937769160000003,0.5379344441,0.5842870469,0.8746356287000001,0.8950207712000001,0.7768073739,0.9586145531999999,1.1745427789999998,0.452303464,0.37182075560000005,0.3507313502,0.48451917010000006
70,0.03044994319,0.0,2.112,0.001120000000000001,0.022240000000000003,0.12704000000000004,0.04050652521,0.03802641104,0.1253160841,0.09897972262,0.1263528896,0.1571874788,0.18969551269999999,0.2216850127,0.2985559976,0.324323777,0.4854893363,0.49680464189999995,0.4311872099,0.5321040306,0.6519606289,0.2791742514,0.2679925513,0.27059904900000004,0.278119341
71,1.322887191,0.0,2.139,0.0013900000000000026,0.02278,0.13838000000000011,1.5542142199999998,1.9569580960000001,3.882024093,3.129457358,3.52566537,4.149201406,4.108016622,4.0851810209999995,4.946585502,4.322314417,4.071705487,3.314436841,4.291104291,5.106509236,5.007931171,13.670898869999998,12.02197904,15.98015661,21.6880004
72,0.5893897626000001,0.0,2.0180000000000002,0.00017999999999999795,0.02036,0.08755999999999993,0.7675833012000001,0.9914420577999999,1.826709993,1.167020012,1.3450174650000002,2.4553252079999996,2.7389110409999997,3.159538986,4.17709348,2.9011298940000003,3.2921092929999998,2.799350163,3.610962863,4.2692316340000005,4.336522414999999,4.494469897,2.9962936460000003,2.677050632,3.481709664
73,0.1481211571,0.0,1.7830000000000001,0.0,0.015659999999999997,0.06263999999999999,0.269580506,0.4906365209,1.091803576,1.1880435230000002,1.369247546,2.288613699,2.62974526,3.017032913,4.103292722999999,2.953392867,3.351415641,2.849779605,3.676013261,4.346140543,4.414643547,1.2094401170000002,1.765569661,1.413468031,2.363803637
74,0.15249647380000003,0.0,1.6030000000000002,0.0,0.01206,0.04824,0.27754358230000004,0.5051293197,1.12405411,1.2231368660000002,1.409693432,2.35621653,2.707424697,3.106152351,4.224498938000001,3.040632456,3.450412332,2.9339585859999997,3.784598167,4.474520184,4.545046682,1.245165489,1.817722415,1.455220137,2.433627486
75,0.01234664303,0.0,1.5830000000000002,0.0,0.01166,0.04664,0.02247089032,0.04089702037,0.09100731640000001,0.09902939973,0.1141336659,0.1907674564,0.21920248680000004,0.2514848594,0.34203007510000005,0.24618014169999997,0.27935734069999996,0.23754345550000003,0.3064141841,0.3622726617,0.3679827314,0.10081291340000001,0.1471691065,0.11781966570000002,0.1970349156
76,0.7231634712999999,0.0,1.5830000000000002,0.0,0.01166,0.04664,0.5603375914,0.6887360690000001,1.1216304089999998,1.129522646,1.040662239,1.484392228,1.214616745,1.319796146,1.460472174,1.275807238,1.2018355980000002,0.9783144176,1.26659502,1.507276153,1.4781791,4.208185674999999,4.099326810000001,4.888155894,6.401595352999999
77,0.08053498074,0.0,1.5710000000000002,0.0,0.011420000000000005,0.04568000000000001,0.1473300601,0.11462642360000001,0.201553133,0.2366217756,0.24274448859999997,0.3221490248,0.35831763110000003,0.43562481430000005,0.5948866997,0.5758494482000001,0.5670360734,0.5463265764999999,0.7155780271000001,0.8686028089,0.7590088282,0.5344802571,1.088767208,0.6197355823,0.2622010797
