type,Demand,Solar,Wind Speed,Wind,Wind,Wind,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand
number,1,1,30m,1,2,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2052,1.497775214,0.807,5.881,0.6083500000000002,0.8684750000000001,4.4739,1.014334549,1.239593149,4.061843498,3.590727497,3.543958678,2.538495331,2.604562721,2.368618231,2.785491999,5.353021973,4.707494197,5.353426536999999,6.123656350999999,7.7512711319999985,6.644105421,11.341828079999999,13.23842505,16.463173599999998,22.14605336
2053,0.06218091364,0.8079999999999999,5.814,0.5849000000000001,0.8366500000000001,4.3466000000000005,0.01479282256,0.02593063824,0.17016557849999997,0.1312352145,0.1085457723,0.06735442991,0.10120599520000001,0.120626472,0.16926759190000001,0.3267429892,0.3285766573999999,0.4051850085,0.45588639230000005,0.5788965925,0.5006837734,0.157172292,0.32786435849999995,0.22695310319999995,0.2782655351
2054,1.1040124599999999,0.76,5.812,0.5842,0.8357000000000001,4.342800000000001,0.7721826756000001,0.7099101519,1.715712397,1.287368727,1.094424201,0.6731032046000001,1.016998836,1.3221373699999999,1.7066583530000001,3.294420659,3.3129088120000003,4.085320594,4.596522645,5.836785964,5.048196966,1.584706215,3.305726984,7.111190678,2.8056416140000002
2055,0.1641803235,0.667,5.809,0.5831500000000001,0.8342750000000001,4.3371,0.08500605115000001,0.04553157193,0.39786740489999994,0.27782421830000004,0.17219443969999998,0.05018151346,0.07313202549,0.08756495916,0.10366309890000001,0.2476283077,0.34968629469999996,0.4692475971,0.4265815432,0.5545523777000001,0.5972135624,0.3626432897,0.7785566873,0.6342647785000001,0.6387079418
2056,0.2041811254,0.528,5.874,0.6058999999999999,0.8651499999999999,4.4606,0.0990147571,0.1876796031,0.35733605639999994,0.37041761230000003,0.33253817999999996,0.2115200954,0.205865385,0.14600471680000002,0.1377606482,0.2891362003,0.27301702339999995,0.3089702533,0.303416854,0.38961987200000003,0.39430778010000006,1.1398093800000002,1.275829778,1.750098268,2.352641224
2057,0.483428321,0.33399999999999996,5.882000000000001,0.6086999999999998,0.8689499999999998,4.4758,0.0,0.5316877531,0.8720357763000001,0.7218928828,0.0,0.0,0.16419705159999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4154508590000001,1.210268947
2058,0.006656976488,0.106,5.489,0.47115,0.682275,3.7291,0.01333907037,0.008081717989999999,0.02078703174,0.01097285891,0.0,0.0,0.002469805445,0.0,4.0173039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09592117085,0.1152854507,0.08364609243,0.01839623401
2059,0.6418000602999999,0.0,4.239,0.1478,0.293995,1.6965499999999998,1.255657187,1.125870854,2.706040277,2.1108003810000002,1.527387253,2.552934569,3.1102776879999996,3.3654817409999995,4.580073889,3.2944916589999997,3.738483626,3.1789117,4.100570284000001,4.848093164,4.924507846,8.216103381,10.22274799,7.564924488,3.9537917520000003
2060,0.05172941382,0.0,3.9819999999999998,0.09838000000000002,0.24131,1.3347000000000002,0.146846125,0.08701663953000001,0.20200110959999998,0.1631401642,0.1213678219,0.21549837119999998,0.2409967287,0.2773056306,0.3537638257,0.2546256458,0.5425487429,0.485875024,0.31692608899999997,0.37470085839999995,0.6688272973999999,0.6350086281,0.7900987701000001,0.2914481631,0.30558182640000003
2061,1.441604779,0.0,4.16,0.13200000000000006,0.27780000000000005,1.5820000000000003,2.7193578179999998,2.067561906,4.6625558520000006,4.170130428999999,3.8835963259999997,4.521556047,4.48429278,4.445995992,5.229676631,4.710204441,7.611017923,6.6177720330000005,4.676193478,5.564773905,9.064442051,17.908101050000003,19.69778842,18.121204409999997,23.63430929
2062,1.0304413179999998,0.0,4.422,0.18439999999999995,0.3315099999999999,1.9618999999999995,1.1246160109999999,0.9720589625,2.0519759649999996,2.756957769,1.355794474,2.407322602,2.685364216,3.1029408050000002,4.054447189,2.844411625,6.060787578999999,5.4276880190000005,3.540367071,4.18576642,7.471439625,7.093652795,8.826157790000002,3.255754308,3.413640825
2063,0.5300567434999999,0.0,4.449,0.18979999999999994,0.337045,2.00105,0.7442699376,0.8632874751,2.004042317,1.77161443,1.171159446,2.1379479339999996,2.384877238,2.7557278270000003,3.63715908,2.526127555,2.866568648,2.437503952,3.144206954,3.7173873840000007,3.7759801049999995,3.4120795020000005,1.510145914,2.8914418,3.031661126
2064,0.1088702071,0.0,4.2620000000000005,0.1524000000000001,0.2987100000000001,1.7299000000000004,0.1344477175,0.17731363169999997,0.3640119997,0.4210936165,0.2405485319,0.4391205984,0.4898382712,0.5657149782,0.7470488155,0.5188501673999999,0.5887745534,0.5006474558,0.6457996554000001,0.7635271872000001,0.7755617509999999,0.7008189342000001,0.31017414730000004,0.5817657007,0.6226834742999999
2065,0.01696945802,0.0,3.9219999999999997,0.09298000000000002,0.22901,1.2837000000000005,0.03088441359,0.05620963273,0.1250821645,0.1361078665,0.15686745359999998,0.2621943741,0.3012760138,0.345645513,0.4700925576,0.33835460930000005,0.3839539746,0.3264841855,0.42114140810000006,0.49791434860000006,0.5057623757,0.1385591612,0.20227198340000002,0.16193356080000001,0.2708084878
2066,0.9596857386000001,0.0,3.7430000000000003,0.07687000000000001,0.192315,1.13155,1.1793960730000002,1.516873364,3.332179523,3.4305213329999997,3.864845844,4.319414665999999,4.331181763000001,4.255909284,5.260687689,4.73813512,4.463416797,3.6332964439999995,4.703922479,5.597772031000001,5.489710435,11.332704940000001,11.78414578,16.09369096,22.49302876
2067,0.1559626791,0.0,3.695,0.07255000000000003,0.18247500000000005,1.0907500000000003,0.28385207599999995,0.5166107783999999,1.149603568,1.25093845,1.441735399,2.4097727219999996,2.76896376,3.176754389,4.320520705,3.109745245,3.5288393119999997,3.0006467050000003,3.870621103,4.576224869,4.648354417,1.2734677779999999,1.859038775,1.488296914,2.488943209
2068,1.421930826,0.0,3.6889999999999996,0.07201,0.181245,1.08565,1.7580064719999997,0.589356987,1.671095392,1.9088940300000001,1.7157304649999998,2.082016815,2.521514861,2.739160754,3.821253342,2.653987122,3.01165959,2.560877849,3.3033505180000002,3.9055423890000003,3.967100773,1.7197793359999998,2.8673975010000006,3.9235735600000003,3.1851081989999996
2069,0.6773469907999999,0.0,3.7710000000000004,0.07938999999999999,0.198055,1.15535,1.480519728,0.5959786851,2.8521755840000003,2.276520527,1.763921321,2.435481565,2.771763961,3.7798809939999995,4.321570189999999,3.1045554780000004,3.522950131,2.9956390100000005,3.864161533,4.568587737,4.640596909000001,2.898680989,6.538080399,3.4810124520000003,3.7258451729999997
2070,0.6793396084,0.0,3.676,0.07084000000000001,0.17858000000000004,1.0746000000000002,0.6973888009999999,0.5735197449,2.08597466,2.576148071,1.570115151,2.6447484180000003,2.762125712,3.7624448630000003,4.275983955,3.074714648,3.4892269130000004,2.966881732,3.82700825,4.524644534,4.595978108000001,5.6911080510000005,6.353891731000001,3.600370789,3.7629365590000003
2071,0.03027373056,0.04,3.4330000000000003,0.04896999999999999,0.12876499999999996,0.8680499999999999,0.01885178455,0.04116411529,0.05732727801,0.07107648319000001,0.06219594549,0.06904268766,0.06950931416,0.07030723444,0.08685516364,0.07573562819999999,0.1223779628,0.10640750919999999,0.07518876412,0.08947629616000001,0.14574764669999998,0.24968380150000002,0.3394490611,0.26741660899999997,0.35953463119999995
2072,0.0283506272,0.239,3.742,0.07678,0.19211,1.1307,0.04535648174,0.002216729698,0.03247808808,0.04822507686,0.006975801954,0.0130621127,0.008942638152,0.0,0.008213136139999999,0.0,0.0,0.0,0.0,0.0,0.0,0.23129160109999997,0.39417946789999997,0.3103617145,0.06446404821
2073,0.46496380060000003,0.455,3.4560000000000004,0.051039999999999995,0.13348,0.8876,0.8808453979,0.550207746,1.00858873,0.9632931154999999,0.02486257078,0.24614946880000002,0.1685198774,0.0,0.002652826276,0.0,0.0,0.0,0.0,0.0,0.0,0.7247375384,1.466557393,3.326686107,1.214795155
2074,0.1614146232,0.6459999999999999,2.8160000000000003,0.008159999999999999,0.036319999999999984,0.4227199999999999,0.4683212413,0.05692642909,0.07828433606999999,0.0,0.0,0.006561112497000001,0.005092710563,0.0015788073480000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44862785,5.365957697999999,1.793140946,1.115371161
2075,0.8950701332999998,0.752,2.185,0.0018500000000000003,0.0237,0.1577,1.295593014,0.9545234531,2.034166129,1.9468252079999997,2.1629170269999998,1.6757633730000001,1.3482592500000001,0.8939218696000001,0.7338526062999999,1.393562132,0.7509472766,0.4912042645,0.649283951,0.8006876183999999,0.6348215299,11.669054130000001,14.578312419999998,15.112037130000001,19.2849282
2076,1.1975832439999998,0.7909999999999999,1.702,0.0,0.01404,0.05616,1.054199928,0.08220185877,0.0,0.0,0.0,0.23466961919999998,0.005805843886,0.005783858145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785352217000001,6.117353873,2.044234847,1.271556818
2077,1.082377323,0.799,1.268,0.0,0.00536,0.02144,0.9527872923,0.07429414892,0.0,0.0,0.0,0.2120947128,0.005247329399,0.0052274586569999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.228809000999999,5.528872539,1.847582164,1.149234737
2078,0.4087220727,0.7290000000000001,1.379,0.0,0.00758,0.03032,0.5460818862000001,0.041366552040000004,0.1151223646,0.5259091321000001,0.0,0.1143290051,0.002921682633,0.07020330486000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50659539,0.0,1.0287230539999999,0.6398872487000001
2079,0.6594312873,0.605,2.065,0.0006499999999999994,0.0213,0.10729999999999998,0.9170454837,0.4071737147,0.6866696805,0.8977331310000001,0.009959433487,0.19782375180000003,0.00026361738,0.006724123998,4.3933852999999994e-05,1.7564983e-05,0.000139194922,4.835157299999999e-05,1.230262e-05,0.0,1.4587208999999998e-05,2.5217120690000003,0.02148878773,1.7624150739999997,1.115557949
2080,0.8163295693,0.446,2.5639999999999996,0.005640000000000001,0.03128,0.31688,0.9379967065999999,1.494246235,3.0454847800000002,4.044830386999999,2.430534762,2.1093465,1.509100947,1.0045268269999998,0.8246521930999999,1.565987582,0.8438619868999999,0.5519809704,0.7296198574,0.8997567013000001,0.7133680011,13.971376080000002,11.50766605,16.33168699,21.67105246
2081,0.0,0.195,2.65,0.006499999999999999,0.033,0.3529999999999999,0.03071262324,0.4706952959,0.8205840958,1.7896322920000003,0.0,0.22544109249999997,0.0,0.029329360369999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5973333,1.3729958039999999,0.07371641741,0.0
2082,0.003748913424,0.039,2.417,0.0041699999999999975,0.02834,0.2551399999999999,0.001553268546,0.0,0.01684709127,0.01545157717,0.0,0.0052490147970000005,0.0,0.000719981783,0.002393292379,0.0,0.0,0.0,0.0,0.0,0.0,0.07385544366,0.02818844009,0.06831730532000001,0.06148557478
2083,0.01732318544,0.0,2.229,0.0022900000000000012,0.02458,0.17618000000000006,0.01869341692,0.02736302909,0.103142895,0.1101725723,0.09674583498,0.16539786680000002,0.1854758937,0.21686693569999996,0.3057706084,0.29854371569999993,0.29397450459999996,0.2832378612,0.3709846796,0.45031893449999993,0.3935009688,0.2513202442,0.16437892480000002,0.25346354330000004,0.28694789049999997
2084,0.01562646925,0.0,2.2680000000000002,0.002679999999999998,0.02536,0.19255999999999995,0.05690266285,0.07412702638,0.13822338110000001,0.14764396000000002,0.12965058259999998,0.2196096753,0.26000623489999997,0.29786711139999994,0.4128990656,0.4000830287,0.6063973892000001,0.5807631312000001,0.4971622795,0.6034793357000001,0.7687681445000001,0.33679812769999995,0.22028672729999998,0.1571483617,0.1821694931
2085,0.121997597,0.0,2.45,0.0045000000000000005,0.029000000000000005,0.2690000000000001,0.1460397272,0.1864541025,0.37325206139999995,0.4074753449,0.4169575084,0.4292658981000001,0.4592978716,0.4712845483,0.6023932332,0.7062692325000001,0.9403680332999999,0.9380171821000001,0.8336409183,1.028700862,1.23011039,1.30046335,1.2682073369999998,1.446879469,1.9685963530000001
2086,0.0386429141,0.0,2.7289999999999996,0.007290000000000001,0.03458,0.3861800000000001,0.01871936483,0.03513697904,0.1253160841,0.1315888813,0.1263528896,0.1571874788,0.18969551269999999,0.2120421278,0.2985945549,0.324323777,0.4854893363,0.49680464189999995,0.4311872099,0.5321040306,0.6519606289,0.2791742514,0.2679925513,0.22279399819999998,0.26894501280000005
2087,0.7632535569000001,0.0,2.699,0.006989999999999999,0.03398,0.3735799999999999,0.3272069938,0.4857914473999999,1.8412537500000001,1.8735701800000002,1.3557261200000001,2.474873825,2.760717489,2.990902028,4.2103503369999995,2.924227884,3.3183201519999996,2.821637811,3.639712346,4.303222068999999,4.371048600999999,4.530253618,3.020149303,3.278818416,3.5094300689999995
2088,0.7572247441000001,0.0,2.499,0.0049900000000000005,0.029980000000000007,0.2895800000000001,0.3246224401,0.9914420577999999,1.826709993,1.858771161,1.3450174650000002,2.4553252079999996,2.7389110409999997,2.9672773899999996,4.17709348,2.9011298940000003,3.2921092929999998,2.799350163,3.610962863,4.2692316340000005,4.336522414999999,4.494469897,2.9962936460000003,3.252919575,3.481709664
2089,0.1481211571,0.0,2.283,0.0028299999999999987,0.025659999999999995,0.19885999999999995,0.269580506,0.4906365209,1.091803576,1.1880435230000002,1.369247546,2.288613699,2.62974526,3.017032913,4.103292722999999,2.953392867,3.351415641,2.849779605,3.676013261,4.346140543,4.414643547,1.2094401170000002,1.765569661,1.413468031,2.363803637
2090,0.9103128383999999,0.0,2.129,0.00129,0.022580000000000003,0.13418,1.118719747,1.438834863,3.160749063,3.254031488,3.66601133,4.097193974,4.108355689,4.03695575,4.9900413740000005,4.4943725400000005,4.2337876350000005,3.4463744380000003,4.461920034,5.309783757,5.2072816,10.749671890000002,11.177887479999999,15.26571972,21.335831119999998
2091,0.01234664303,0.0,2.0140000000000002,0.0001399999999999979,0.02027999999999999,0.08587999999999991,0.02247089032,0.04089702037,0.09100731640000001,0.09902939973,0.1141336659,0.1907674564,0.21920248680000004,0.2514848594,0.34203007510000005,0.24618014169999997,0.27935734069999996,0.23754345550000003,0.3064141841,0.3622726617,0.3679827314,0.10081291340000001,0.1471691065,0.11781966570000002,0.1970349156
2092,0.2948576171,0.0,1.84,0.0,0.016799999999999995,0.06719999999999997,0.1116905446,0.31727730989999997,0.7373386144,0.5530172418,0.4375042119,0.9901849484999999,0.8169376732000001,1.055571116,1.243159397,0.8631373704,0.9794606453,0.8328561032,1.074325213,1.270171795,1.290191991,1.337184156,0.8914502668000001,2.0742915780000004,1.0358701039999998
2093,0.06006281753,0.0,1.7000000000000002,0.0,0.014000000000000005,0.05600000000000002,0.11504483039999999,0.060713042450000004,0.2876855679,0.2366217756,0.24274448859999997,0.2971027848,0.3747816158000001,0.41774804260000004,0.5942123074,0.5758494482000001,0.5670360734,0.5463265764999999,0.7155780271000001,0.8686028089,0.7590088282,0.22258379890000002,0.49836273849999996,0.47934553330000007,0.3849229042
2094,0.1180282946,0.0,1.619,0.0,0.01238,0.04952,0.3322840348,0.17094943930000003,0.35742088639999997,0.48434163380000006,0.44332084689999995,0.6052498105,0.5161366788,0.5863823181,0.6918432583,0.7446511479,0.6658234546,0.6162917129,0.8078591982000001,0.9819808305000001,0.8510441550000001,1.601943004,1.625008217,1.8178476780000001,2.363267145
2095,0.07231788262000001,0.042,1.511,0.0,0.010220000000000002,0.040880000000000014,0.07206825149,0.03204226583,0.0831021988,0.1428127747,0.1443274181,0.1749435877,0.21086139559999997,0.2521937236,0.3469191488,0.3388736913,0.5136236905000001,0.49191125809999997,0.4211006335,0.5111520745,0.651153086,0.4845660816000001,0.6407135819,0.44494282760000003,0.22651796540000002
2096,0.03618176166,0.228,1.3359999999999999,0.0,0.006720000000000001,0.026880000000000005,0.01535494295,0.06564569857,0.2404372699,0.09977313331000001,0.1679878967,0.08197325670000001,0.13968797880000003,0.162083174,0.22610931000000004,0.3710911667,0.30182081539999994,0.34520755760000005,0.4602767437,0.5753459296,0.41424906939999995,0.6514263679,1.349266824,0.6913887415000001,0.022764135549999998
2097,0.200082537,0.435,1.046,0.0,0.0009200000000000008,0.003680000000000003,0.5669234849,0.07819569172999999,0.42259556600000003,0.15375071550000002,0.4305020036,0.5773859953,0.8368124625000001,1.113754314,1.4770580619999998,2.6138139579999997,2.125902019,2.431500434,3.24200058,4.052500725,2.917800521,3.974001618,8.800777442000001,4.869858692,0.1603412331
2098,0.1766698288,0.6000000000000001,1.528,0.0,0.01056,0.04224,0.08484383862999999,0.09012372027000001,0.7948879864,0.8358775847000001,0.6705528009999999,0.5392542262999999,0.7902436613,1.061617028,1.512429143,2.494581285,2.029061173,2.3206188539999997,3.094102067,3.8676109549999995,2.7846956609999998,2.630504085,5.501275761,0.2450975049,0.22058775440000003
2099,0.901046618,0.726,2.128,0.0012800000000000012,0.022560000000000004,0.13376000000000005,0.9003948262,1.1721666519999998,3.056059307,3.350893482,3.554140082,2.3689426350000002,2.425440553,2.324043975,2.7013158969999997,4.995479734000001,4.393068434000001,4.995857274,5.714641439999999,7.233543604,6.200328365000001,12.502858709999998,16.558601340000003,14.108692450000001,19.53748422
2100,0.06783572399,0.775,2.503,0.005030000000000002,0.030060000000000007,0.2912600000000001,0.03657789887,0.02692649181,0.07736440782,0.13947477419999998,0.09691162975,0.0517487731,0.07505441261,0.0891151164,0.13505914280000003,0.24231275089999998,0.2436726001,0.3004853885,0.338085558,0.429309979,0.37130731650000004,0.42089480719999994,0.5226648053,0.1683085256,0.2063618487
2101,1.12715441,0.745,2.7089999999999996,0.007090000000000002,0.03418,0.37778,0.6077762217000001,0.44740900819999996,1.2854824609999997,2.3175046659999996,1.6102779539999998,0.8598545780999999,1.247099717,1.480731546,2.2441347940000003,4.026254454,4.048849628,4.992847586999999,5.617609799,7.133389423999999,6.169620587,6.9935634250000005,8.684567743,2.7966045879999997,3.4288963710000004
2102,0.06991570226999999,0.669,2.859,0.00859,0.03718,0.44078,0.5320032101,0.280535395,1.3443178089999999,2.1364117760000005,1.3424452169999999,0.7168375263,1.045582339,1.247780289,1.87016617,3.3565795380000005,3.375416525,4.162402114000001,4.683249488,5.946914001,5.143445965,3.546997871,2.236330605,2.8479094920000003,2.858578247
2103,0.00479548837,0.541,2.994,0.009939999999999996,0.03988,0.4974799999999999,0.06993213742,0.03228170225,0.1706311499,0.2613147478,0.1255041264,0.03204959025,0.042104382620000005,0.05026315222,0.07483898884,0.1384808447,0.1955545952,0.26241670120000005,0.2385566214,0.3101215787,0.33397893549999996,0.45103484380000003,0.2900046193,0.2883553074,0.3571837813
2104,0.8634993022999999,0.377,3.022,0.011979999999999982,0.04450999999999996,0.5186999999999998,1.5567716289999998,1.940119905,2.7038510079999996,3.7935312340000005,3.4055993299999994,2.2058028289999996,1.940343363,1.495267598,1.578290729,2.9611097589999997,2.7960295920000005,3.1642348190000003,3.1073611899999998,3.990185954,4.03819589,15.45463255,14.50938283,17.84566335,24.093935249999998
2105,0.0,0.163,2.756,0.007560000000000002,0.035120000000000005,0.3975200000000001,0.5349365937999999,0.6410507461,0.0,0.7797860921,0.0,0.0,0.01180879959,0.0,0.1650452458,0.0,0.0,0.0,0.0,0.0,0.0,3.7272213159999996,1.4225702210000002,1.687982493,1.519184243
2106,0.01392671237,0.044000000000000004,2.176,0.0017600000000000016,0.023520000000000003,0.15392000000000008,0.036458099189999996,0.041237151500000006,0.0,0.050161640710000004,0.002741890938,0.0,0.001143611441,0.00038252755599999997,0.01067421328,0.0,0.0,0.0,0.0,0.0,0.0,0.2397625944,0.09151029626,0.1085835875,0.0977252287
2107,0.01036271206,0.0,1.479,0.0,0.009580000000000002,0.038320000000000014,0.023564255830000002,0.03225367108,0.03292446115,0.05706293909,0.042451867479999995,0.06901550288,0.07978683187,0.09114367995,0.1282580165,0.08906260325,0.10106538990000001,0.08593803862999999,0.1108539654,0.13106234369999997,0.1331281223,0.1379769965,0.09198406203000001,0.08859416586,0.11265555649999999
2108,0.000331693754,0.0,1.1740000000000002,0.0,0.0034799999999999987,0.013919999999999995,0.001832797539,0.003246436098,0.0027840305360000003,0.004237406916999999,0.003152411,0.005124986093999999,0.005924848572999999,0.007054153905,0.009524244897000001,0.006613653224,0.01409217533,0.01262013066,0.008231846574,0.009732489957,0.017372137819999998,0.01024596154,0.006830596303,0.00316523667,0.005293361991
2109,0.11017381550000001,0.0,1.186,0.0,0.0037199999999999993,0.014879999999999997,0.1327756062,0.1926254996,0.2615329957,0.3137654395,0.292206282,0.32308193949999997,0.32526549579999997,0.32913499789999995,0.4056526173999999,0.3544012332,0.5726617966,0.4979288263999999,0.35184220899999996,0.4187000287,0.6820191101,1.120923411,0.985722876,1.315040223,1.6824250309999997
2110,0.03183882212,0.0,1.317,0.0,0.006339999999999999,0.02536,0.06973717716,0.09500314618,0.11518913619999999,0.1753225176,0.12686437849999999,0.2322340001,0.245140339,0.2800335854,0.3940651974,0.27363959990000003,0.5830631102000001,0.5221573293999999,0.34059227589999996,0.4026813273,0.7187714086,0.42392619060000003,0.2826156099,0.47376104680000003,0.4786469211
2111,0.8274877675,0.0,1.372,0.0,0.007439999999999999,0.029759999999999988,0.8079591002000001,1.165367907,1.3137968130000002,2.0312468800000003,1.469821884,2.690610394,3.004502768,3.3776840729999997,4.565549901,3.1703262719999996,3.597584722,3.0591023809999998,3.9460247740000005,4.6653744249999995,4.73890913,4.911512589,3.274320286,2.925454653,3.8047781460000003
2112,0.5277542317999999,0.0,1.29,0.0,0.0058000000000000005,0.0232,0.6620361857,0.9548945289999999,0.9603280217,1.6643898639999999,1.204362044,2.2046678379999998,2.4524889720000003,2.653720241,3.740980504,2.597743762,2.947836427,2.5066076629999996,3.233345833,3.822776039,3.8830298759999997,4.024459974,2.6829557489999996,1.243257476,2.079153174
2113,0.7979997205,0.0,1.117,0.0,0.00234,0.00936,0.9806936777999999,1.261313441,2.770780289,2.8525536590000002,3.213704007,3.5916879429999997,3.6014725419999998,3.538881826,4.374377087,3.939863176,3.71142887,3.021165607,3.9114146149999995,4.654670104,4.564814519,9.423392486000001,9.798775437999998,13.38225669,18.70344628
2114,0.13957304380000002,0.0,0.9620000000000001,0.0,0.0,0.0,0.2540229397,0.46232175030000006,1.028795287,1.119481199,1.290227887,2.156537164,2.4779819269999996,2.8429191,3.866490554,2.78295174,3.158004508,2.685318028,3.4638695090000007,4.0953235580000005,4.159873235,1.13964299,1.6636781429999998,1.331896396,2.227387869
2115,0.1224765744,0.0,0.86,0.0,0.0,0.0,0.22290736549999998,0.40569140510000007,0.9027769191999999,0.9823546058000001,1.132186328,1.8923803430000001,2.1744509510000003,2.494686534,3.3928794929999997,2.4420646469999996,2.7711767519999997,2.3563902050000003,3.0395759829999998,3.593682469,3.650325378,1.000046755,1.459892214,1.1687508109999998,1.9545524600000002
2116,1.3971939230000001,0.0,0.9690000000000001,0.0,0.0,0.0,0.2658781705,0.4372834103999999,1.8467074030000001,1.723414205,1.7232028100000003,2.066490764,2.48504984,3.19132535,3.6593876909999996,2.63223313,2.986973856,2.5398870469999997,3.276273874,3.873529747,3.934583553,1.077922406,1.573576955,3.8914131210000003,3.159000755
2117,0.000589809002,0.0,1.42,0.0,0.008399999999999998,0.033599999999999984,0.0012310358259999999,0.000660490455,0.0019094653930000001,0.001860093327,0.00187683561,0.002279213985,0.0027513423430000003,0.0035347172950000003,0.004188976708,0.0029031935030000003,0.00329445101,0.0028013413739999995,0.003613531385,0.004272268389999999,0.004339607035,0.0044976668669999996,0.002998424945,0.0030024808710000005,0.00232362563
2118,0.00027392466999999997,0.0,1.764,0.0,0.015280000000000004,0.061120000000000015,0.000164683704,0.000194127434,0.000530483557,0.00063760548,0.000531400908,0.0005793622400000001,0.000569766084,0.000542751832,0.000666146032,0.000599488362,0.000564729869,0.000459699625,0.0005951596379999999,0.000708253164,0.000694580766,0.0019314633819999998,0.001906921236,0.002853944828,0.0030080421249999998
2119,0.8999099558,0.043,1.881,0.0,0.01762,0.07048,0.7428975796,0.5914459774,1.5627969039999998,2.0760315370000004,1.639643564,2.457083417,3.004950193,3.2725578969999995,4.415078306000001,3.170798392,6.756242781999999,6.050497153,3.946612409,4.666069184,8.328762456,2.054672198,3.425766202,1.517516417,2.537808246
2120,0.0,0.222,2.015,0.00015000000000000123,0.02030000000000001,0.08630000000000006,0.0021650361500000002,0.03318089514,0.043731250549999996,0.06654013935,0.0,0.08070337197,0.0007258339809999999,0.009632582651,0.01152658326,0.0,0.0,0.0,0.0,0.0,0.0,0.08875779893,0.23878192599999998,0.5843412957,0.2111152685
2121,0.0,0.408,1.91,0.0,0.018200000000000004,0.07280000000000003,0.7430584163,0.07071923544,0.0,1.120132072,0.0,0.0,0.0,0.1988054639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7817929813999999,2.806452048,1.2154838140000002,1.0939354330000002
2122,0.043283394770000004,0.613,1.71,0.0,0.0142,0.0568,0.05556928154,0.0,0.03041363189,0.06665713528,0.0034986191730000003,0.004562236473,0.0012622419409999998,0.000746542,0.00033982509500000003,1.950142e-06,1.5454036e-05,5.3682059999999994e-06,1.365891e-06,0.0,1.619536e-06,0.06274938093,0.1296091277,0.44069632810000003,0.006937164355
2123,1.0558066449999999,0.722,1.405,0.0,0.008100000000000001,0.032400000000000005,1.206076261,0.8231116373,2.0413941270000002,2.368448239,2.010995989,1.5667377839999999,1.246296052,0.8254272521,0.6779365701000001,1.281550045,0.6905874476,0.45172212460000005,0.5970956424,0.7363297476,0.5837956853999999,8.910803948,9.417475668000002,16.142985009999997,16.6633088
2124,0.0,0.7709999999999999,1.632,0.0,0.012640000000000002,0.050560000000000015,0.06264720908,0.06552563163000001,0.07097078833,0.046348431009999996,0.0,0.002406782945,0.00036829314200000003,0.000366898478,0.000231080284,0.0,0.0,0.0,0.0,0.0,0.0,0.22996652039999999,0.08777142431,0.2987188005,0.0
2125,0.0,0.77,2.227,0.0022699999999999986,0.02454,0.17533999999999994,0.02234620395,0.02337293473,0.0253152173,0.016532444259999998,0.0,0.000858497343,0.00013136983699999998,0.000130872362,8.2426132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.08202885396000001,0.03130798925,0.1065527314,0.0
2126,0.9092769653999999,0.6659999999999999,2.813,0.008130000000000002,0.036260000000000014,0.4214600000000001,0.04966956889,0.5716161669,0.7376513147999999,0.6119424972999999,0.5188256888999999,0.03384394767,0.0051789023319999995,0.005159290712,0.004565421467,0.0,0.0,0.0,0.0,0.0,0.0,3.23376684,1.2342332310000002,4.954099631,0.0
2127,0.004462603583,0.5489999999999999,2.869,0.008689999999999998,0.037380000000000004,0.4449799999999999,0.05216133309,0.26966595239999996,0.3643738792,0.3050694194,0.24982212510000001,0.020879967699999998,0.00257715235,0.0034166955049999997,0.0015552760230000003,8.925207e-06,7.072842000000001e-05,2.4568642999999998e-05,6.251269e-06,0.0,7.412125000000001e-06,1.5470466789999997,0.5931815278,1.751231222,0.03174928976
2128,0.5362867206,0.365,2.7880000000000003,0.007880000000000003,0.035760000000000014,0.4109600000000001,0.44628470819999994,0.3045762102,0.9222335692,0.8763975092,0.9173801275000001,0.6505830314,0.5084078455,0.3706035855,0.2997776111,0.47421229189999997,0.2555382504,0.16715085359999998,0.2209434537,0.27246428530000005,0.21602206719999997,4.0339293,3.0533004999999998,4.50500659,6.165928427000001
2129,0.8636282969,0.18,2.53,0.0053000000000000035,0.030600000000000006,0.3026000000000001,0.5135172333000001,0.0,0.7703442537999999,0.9735295097000001,0.5418202071,0.2116385768,0.15362033069999997,0.2000813782,0.1495409955,0.0,0.0,0.0,0.0,0.0,0.0,2.7889134859999998,0.0,0.0,0.0
